start	text
2340660	узнать заранее.
2342040	Это могла быть Йоханссон
2343440	или Бек,
2344580	а может и ты сама.
2345920	Не было вариантов.
2347580	Или всё-таки были?
2349600	Поглощённая мысленным спором,
2351300	повторяющимся по кругу,
2352980	она позволила Беку
2354020	направить себя к мостику.
2355980	Оказавшись там,
2357220	Мелисса устроилась
2358220	за своим рабочим местом.
2360100	Бек знал,
2360680	что лучше не заходить так далеко,
2362600	чтобы помочь ей сесть
2363660	и пристегнуться.
2365600	Сигнал терминала
2366460	входящих сообщений
2367680	появился на её экране,
2369180	но в этом не было
2370240	ничего особенного.
2372120	В конце концов,
2372900	НАСА слушала
2374580	все их переговоры
2375700	на всём протяжении
2376680	эвакуации и старта,
2378700	хотя и не могло
2379460	посоветовать ничего
2380420	в режиме реального времени
2381720	из-за разницы
2382760	в четыре световых минуты.
2384740	НАСА уже получила
2386100	свой первый краткий отчёт
2387740	о гибели Уотни,
2389080	и теперь там,
2389840	несомненно,
2390480	хотели ответить.
2392080	Не дожидаясь Йоханссон,
2393660	в обязанности которой
2394680	и входила загрузка сообщений,
2396840	Льюис набрала команду
2397980	на своём терминале
2398960	и нажала кнопку воспроизведения.
2401040	На экране появилось
2414700	изображение человека
2416060	с квадратной головой
2417140	и квадратной челюстью
2418320	Митча Хендерсона,
2419700	руководителя полёта,
2420779	а заодно и главы управления
2422820	миссиями АРЭС
2424380	1, 2 и 3.
2426080	Странно подумала Льюис.
2428880	Не по протоколу.
2430420	Почему не наш обычный оператор?
2433940	Дани.
2435380	Гермес.
2436440	Это Митч Хендерсон,
2437819	сказал он.
2438920	Мы знаем,
2439480	как сильно ударила
2440340	по вам потеря Марка Уотни.
2442520	Марк был особенным человеком
2444020	и настоящим астронавтом,
2445759	и всем в программе
2446620	будет его очень не хватать.
2448740	У Бека перехватило дыхание.
2450980	Льюис проигнорировала его
2452319	и заставила себя дышать нормально.
2454260	В конце концов,
2456040	командиры обязаны
2456920	сохранять спокойствие
2458000	в любой обстановке.
2459700	Обычно в подобный момент
2460880	мы концентрируемся
2461880	исключительно на том,
2463140	чтобы как можно быстрее
2464300	доставить оставшихся домой.
2466200	На Землю.
2467480	Продолжил Митч.
2469040	Но доктор Капур Венкат Капур,
2471380	глава проекта АРЭС,
2473120	поставил вам новую задачу.
2475140	Он сделал паузу,
2476200	глядя на пачку бумаг
2477200	у себя в руках.
2478520	Мы заказали просмотр
2479540	всех спутниковых фотографий
2481160	за период непосредственно до
2482640	и во время прекращения миссии.
2485359	Одна из наших сотрудниц,
2486740	работающих со спутниками,
2488660	Митч покосился на бумаге.
2491040	Минди Паркс.
2492920	Кое-что заметила на фотографиях,
2494740	сделанных двумя разными спутниками.
2496340	Мы высылаем вам файлы изображений
2499020	в высоком разрешении,
2500560	но вот вам пока первый снимок.
2502540	Лицо Митча сменилось
2503640	полноцветной спутниковой фотографией.
2506580	Марс заполнял весь задний план
2508440	совершенно другой регион планеты,
2510700	вдали от посадочной площадки
2512240	АРЭСа-3 на Цедалийской равнине.
2514600	Но на переднем плане,
2516920	там, где ничего не должно было быть,
2519040	виднелось что-то розовое.
2520920	Розовое и, насколько горстка пикселей
2523780	могла передать форму,
2525480	заостренное,
2526820	и с двумя штуковинами по бокам,
2528800	какие никогда не встречались
2530260	ни у одного астероида
2531700	или метеорита,
2532880	известных человечеству.
2534700	Блестящий пастельный цвет,
2537360	чем бы оно ни было,
2539120	бросался в глаза,
2540000	словно клок здоровой кожи на лице,
2542420	покрытым вековыми струбьями Марса.
2544920	«Второе изображение не столь удачное»,
2547600	сказал Митч.
2548740	«Поэтому мы не собираемся
2549960	встраивать его в это видео,
2551800	но оно показывает объект
2553080	размером с МВМ
2554220	в посадочной конфигурации,
2556380	входящей в пыльную бурю
2557700	за 7 минут до вашего старта».
2560220	Касаемо прерывания вашей миссии.
2563300	По словам Паркс,
2564400	время и направление
2565340	по этим двум снимкам
2566560	дает приблизительную траекторию
2568540	для объекта,
2569560	который должен был врезаться в Марс
2571240	в 10 километрах к северо-западу
2573280	от дома примерно за 2 минуты
2575380	до вашего взлета.
2576900	Ну, плюс-минус 30 километров.
2579040	«Очевидно, этого не произошло.
2581920	Иначе вы бы заметили».
2583300	Льюис так пристально пожирала глазами
2586000	маленькую розовую штучку на фотографии,
2588420	что все еще видела ее,
2590100	даже когда камера снова переключилась
2592000	на Митча Хендерсона.
2593880	«Если говорить откровенно,
2595960	мы не знаем, что это такое,
2597420	и боимся даже предполагать»,
2599100	продолжил Митч.
2600460	Но доктор Капур убедил Тедди Сандерса,
2603040	нынешнего руководителя НАСА,
2604520	«по крайней мере, это будет беспрецедентный шанс
2607780	наблюдать выброс породы
2609120	сразу же после удара метеорита
2611300	по поверхности Марса».
2613480	«Всякие дальнейшие предположения»,
2615759	добавил он,
2616860	«сжав губы в явном неодобрении того,
2618940	что вынужден был говорить,
2620500	в настоящее время рассматриваются
2622280	как необоснованные спекуляции и домыслы».
2625480	«Необоснованные спекуляции?»
2628560	«Потомыслы?»
2629720	подумала Льюис.
2631000	«Это явно не фрагмент астероида.
2633400	Вполне возможно,
2634340	что объект из пояса Койпера
2635960	и будет такого цвета,
2637900	но мы бы видели его кометный хвост
2639840	еще несколько месяцев назад,
2642500	если бы он вообще смог прожить столь долго».
2645680	«Итак, что же у нас остается,
2648040	если эта штука неестественного происхождения?»
2651500	«Я отдельно хочу подчеркнуть»,
2653160	добавил Митч,
2654400	«что это отнюдь не обман и не шутка.
2656180	Никому здесь в НАСА
2658000	даже в голову не взбредет ничего подобного
2660460	сразу же после потери одного из нас».
2663500	«Прикрепленные изображения
2664960	являются официальными
2666180	и не подвергались правке.
2667980	Вы их получите в том же виде,
2669460	что мы их получили со спутников.
2671460	Это все правда.
2672640	И очень серьезно.
2674480	Настолько серьезно,
2675640	что мы пока не будем возвращать вас домой».
2678440	Митч вытащил один лист
2679680	из пачки бумаг у себя в руке
2681100	и внимательно посмотрел на него.
2683520	«В это сообщение
2684500	включен ряд возможных программ
2686180	корректировки орбиты,
2687640	которые вы можете выбрать
2688760	в зависимости от того,
2690120	сколько времени вам понадобится
2691640	на предстартовую подготовку Гермеса.
2694520	Мы выведем вас на орбиту
2695720	настолько низкую,
2696980	насколько вообще посмеем.
2699000	Камеры Гермеса не хуже
2700380	или даже лучше,
2701360	чем на любом из спутников.
2703000	А благодаря ионным двигателям
2704580	вы можете нырнуть
2705960	к границе атмосферы Марса,
2708000	не рискуя сойти с орбиты
2709320	по меньшей мере в течение недели,
2711140	на которую мы продлим вашу миссию.
2713380	Ваша задача заключается в том,
2715840	чтобы детально исследовать
2717100	область предполагаемого падения
2718920	объекта на площади,
2720740	в два раза превышающий
2722000	предполагаемый эллипс рассеивания.
2724840	Как только вы найдете его,
2726660	сделайте столько снимков,
2727920	сколько сможете,
2729060	и немедленно отправьте их нам».
2731120	Митч прочистил горло,
2733760	выглядел он при этом
2734660	явно смущенным и добавил.
2737040	«Очевидно,
2737700	эта область также захватит
2739160	в себя и местоположение дома».
2741060	Доктор Капур также хочет
2743279	сфотографировать дом
2744320	с целью повторного использования
2746380	жилища и неиспользованных материалов
2748620	для будущей миссии АРЭС.
2750840	Но в свете потери Марка Уотни
2752620	эта задача совершенно необязательна.
2755799	«Если вам это будет неудобно,
2757980	мы оставим эту работу спутником».
2760520	«Кроме того», — сказал Митч,
2763000	слегка повышая тон и произнося
2764820	каждое слово медленно,
2766540	придавая им дополнительный вес,
2768120	«вы не должны пока отстыковывать
2770299	марсианский взлетный модуль.
2772279	Мы хотим с помощью Гермеса
2773680	вывести его на орбиту,
2775120	которая будет пересекать
2776220	область поиска как можно чаще.
2778480	Мы все еще работаем над процедурой для этого
2780540	и выдадим ее вам,
2782200	как только она будет готова».
2783339	«Я еще раз говорю,
2785480	нам горько слышать о Марке Уотни,
2787700	и если кто-то из нас в НАСА
2789120	может чем-то помочь,
2790319	сообщите нам».
2791620	«Я останусь на месте оператора связи
2793500	на весь день,
2794480	чтобы ответить на любые ваши вопросы».
2796340	«Хендерсон, конец связи».
2799360	Видео закончилось.
2801140	Льюис покачала головой,
2802820	потрясенная, смущенная,
2804600	печальная и возбужденная одновременно.
2807400	Это может быть именно то,
2808940	на что прежде всего
2809900	надеялся любой астронавт,
2811980	но...
2813400	но...
2814340	«Командир, хочешь?
2816260	Я соберу остальных членов экипажа»,
2818720	тихо спросил Бек.
2820340	«Я думаю, что им всем нужно это увидеть».
2823520	Льюис кивнула.
2825040	«Да, будь добр,
2827040	прямо сейчас».
2828480	Она подавила рыдание,
2830259	снова глубоко вздохнув,
2831880	и открыла у себя на экране
2833240	два изображения,
2834200	которые упомянул Мич.
2835900	Маленькая заостренная штучка
2837380	на одной картинке
2838380	и менее очевидное розовое пятнышко,
2841380	толкающее перед собой
2842480	чудовищно мощную ударную волну
2844780	сквозь задний фронт пыльной бури.
2846960	«Ну почему», — подумала она.
2849600	«Почему самое большое открытие
2851240	в истории космических полетов
2852840	должно произойти именно сейчас?»
2855840	«Арес-3»,
2856800	запись в журнале,
2858140	«Сол-7».
2859560	«Ну и кто скажет,
2860600	что мне не повезло?»
2862200	«Вот я, Марк Отни,
2864000	первый человек,
2864820	встретивший разумную жизнь
2866080	из другого мира».
2867800	«Мне повезло».
2869320	«Проблема лишь в том,
2870400	что прежде чем кто-нибудь
2871480	об этом узнает,
2872620	и я,
2873380	и эта самая разумная жизнь,
2875360	будем давным-давно мертвы».
2876940	«Я набираю это,
2878460	пока мы тут едим
2879260	поздний завтрак
2880120	или ранний обед.
2881680	Никто из нас не знает,
2882860	могут ли мои гости
2883680	усваивать земную пищу,
2885460	но, судя по тому,
2886180	что я понял,
2887260	выбор у нас не слишком большой».
2889720	«Так или иначе,
2891020	это всё уравновешивает
2892140	пять моих товарищей».
2894100	«По команде улетели на Гермес,
2896160	и тут же «привет»
2897360	являются пятеро пришельцев,
2899240	чтобы занять их места
2900200	за обеденным столом».
2901720	«Я знаю,
2902820	о чём вы сейчас думаете».
2904620	«Да».
2904940	«Я должен бережно
2906680	распределять свою еду,
2908160	чтобы растянуть её
2908960	наподольше,
2910120	а не раздавать её
2911020	межпланетным бродягам».
2913100	«И вы, в общем-то, правы.
2915060	Но если я правильно понял
2916419	те картинки,
2917140	что рисовали мне эти ребята,
2919100	они такие же потерпевшие
2920460	крушения,
2921200	как и я.
2922379	И полагаю,
2923060	наши общие шансы
2924100	на выживание
2924759	лишь увеличатся,
2926660	если мы будем работать вместе.
2928819	А в худшем случае,
2930359	я же всегда могу
2931279	убить их
2931840	и съесть».
2932840	«Верно?»
2934600	«Ох».
2935720	Я только что посмотрела
2937000	одно из них
2937660	в эти большие,
2939160	милые,
2939680	доверчивые глаза,
2941360	и мне стало ужасно стыдно
2942880	за эту дурацкую шутку.
2944780	Нет.
2945680	Не буду я никого есть,
2947100	даже если они погибнут
2948260	от естественных причин.
2949920	Или отстряпни наса,
2951440	что тоже вероятно,
2952740	хотя никто пока ещё
2953600	не хватается за горло
2954680	и не хрипит.
2956460	Очевидно,
2957020	что мы не говорим
2957740	на языке друг друга.
2959480	Они говорят что-то,
2960939	что для меня
2961419	немного похоже
2962339	на валийский.
2963700	Ну, во всяком случае,
2964859	как я себе его представляю.
2966620	Я ведь никогда
2967160	его не слышал.
2968720	Но инопланетный язык
2969959	содержит все эти
2970859	высокие носовые
2971819	гласные звуки,
2973259	словно ты полощешь горло,
2975100	а половина согласных —
2976439	это L.
2977500	Так что мы общаемся
2978339	при помощи рисунков на доске.
2980600	Вроде как вечеринка
2981520	соревнования
2982180	художников-карикатуристов,
2984040	за исключением того,
2984939	что мы все в одной команде,
2986660	и мы играем не на деньги.
2988520	Я уже говорил,
2989360	что четверо из пяти пришельцев
2990940	могут держать маркер
2992240	только зубами?
2993820	Не хочу даже думать,
2994940	сколько клеток мозга
2996040	они теряют
2996900	из-за паров растворителя
2998160	в чернилах каждый раз,
2999620	когда рисуют картинку.
3001760	Насколько я смог понять,
3003300	история их такова.
3005160	Они с планетой,
3006000	которая очень похожа на Землю,
3007860	но с совершенно
3008560	другими континентами.
3010460	Они взлетели на своем корабле,
3012320	чтобы отправиться
3012940	к соседней планете
3013920	в их солнечной системе,
3015640	в точности,
3016340	как мы, на Гермесе.
3017760	Что-то в их корабле сломалось.
3020200	Не знаю точно, что.
3021980	Инопланетянин, рисующий картинку,
3023900	просто изобразил черный дым,
3025840	идущий из хвоста
3026740	их маленькой ракеты,
3028320	а один из других инопланетян
3029640	начал спорить по этому поводу.
3031740	Я думаю,
3032300	она хотела подчеркнуть,
3033580	что дым в космосе
3034500	выглядит совсем иначе,
3036240	а тот, кто рисовал картинку,
3037740	хотел, чтобы все оставалось
3039040	как можно проще.
3041100	Я тут подумал,
3042020	что эти инопланетяне
3043120	должны быть очень похожи на нас,
3045400	раз след черного дыма
3046600	в их культуре означает
3047819	«мой самолет сломан»,
3049339	так же, как в нашей.
3051060	Интересно, какие еще сходства
3052660	окажутся в наших культурах?
3054819	Еще интересно,
3056120	не стоит ли мне
3056880	почистить историю браузера
3058339	на всякий случай?
3060259	Так или иначе,
3061720	чтобы не сломалось на их корабле,
3063500	оно забросило его на Марс,
3065339	а вовсе не туда,
3066339	куда они летели.
3067839	И бум!
3070480	Они приземлились тут.
3072680	А вот следующая часть
3073799	осталась не вполне понятна.
3075980	Все инопланетяне
3076859	попробовали нарисовать
3078040	по две или три разные картинки,
3080419	чтобы объяснить,
3081259	что произошло дальше,
3082839	но ни одна из них
3083779	не донесла до меня смысл.
3085879	Мое лучшее предположение,
3087680	что авария как-то
3088640	уничтожила их корабль.
3090700	Может быть, в корпусе есть дыра,
3092779	возможно, их кислородные баллоны
3094379	разорваны, я не понял.
3095740	Но потом они показали мне
3097799	дисплеи внутри своих скафандров,
3099979	в том числе и то,
3100819	что выглядит почти точно
3102080	как старый навигационный шар
3103759	эпохи Аполлона.
3105520	Затем нарисовали его
3106540	с мигающим огоньком,
3108020	а затем пришельцев,
3109399	подходящих к грубо нарисованному дому.
3112259	И так очевидно,
3113140	что маяк дома все еще работает.
3115560	Это, наверное,
3116339	единственное устройство связи,
3117899	которое у меня уцелело.
3119839	По радио не слышно ничего,
3121200	кроме помех,
3122020	что неудивительно,
3123419	ведь во время шторма
3124340	меня проткнуло не чем-нибудь,
3126120	а куском антенны.
3127760	К тому же,
3128220	во время вчерашней прогулки назад
3129800	в дом я видел,
3130800	что главной спутниковой тарелки
3132300	больше нет.
3133780	Таким образом,
3134540	все, что осталось,
3135620	это маяк,
3136700	который имеет собственную
3138060	внутреннюю антенну.
3139400	Но он рассчитан только на 25 километров,
3142620	и он не может модулировать сигнал.
3144900	Так что я думаю,
3145760	они тут застряли,
3147200	и застряли они с таким соседом,
3148860	как я.
3149100	Последний раз,
3150940	когда мне подобным образом
3152100	выбирали соседи по комнате,
3154299	был в общежитии на первом курсе
3155920	Чикагского университета.
3158120	С одной стороны,
3159460	никакого уединения на случай,
3161660	если придет моя несуществующая
3163460	марсианская девушка,
3164900	которая живет в Канаде.
3166839	С другой,
3167940	нет проблем найти игроков
3169259	для моей компании Дей Де.
3171740	Черт,
3172700	теперь я жалею,
3173540	что не захватил 100 с собой набор дайсов.
3175500	Итак,
3177420	кто же мои новые соседи,
3178980	спросите вы.
3180440	Ну,
3180800	я пока не знаю их имен,
3182780	но я могу довольно хорошо их описать.
3185220	По крайней мере так,
3186260	что когда вы посмотрите на фотографии,
3188160	которые я сделал,
3189320	то узнаете,
3189960	о ком я говорю.
3191520	Четверо из них —
3192560	четвероногие.
3193920	Точнее,
3194540	четверокопытные.
3196080	Да-да.
3197080	У них четыре копыта
3198320	и нет рук.
3199960	И копыта,
3200600	вовсе не раздвоенные,
3201820	то,
3202040	что у них есть,
3203220	больше похоже на конские копыта.
3204940	Если не считать того,
3206300	что они не черные и блестящие,
3208440	а того же цвета,
3209460	что и их шкура.
3211000	И, кстати,
3211940	говоря о шкуре у троих из них,
3213700	цвет меха такой,
3214780	что напрочь не вяжется
3215840	с нашими понятиями
3216880	о животном мире.
3218720	Но опять же,
3220120	это инопланетяне,
3221580	так что кто их знает?
3223720	Черт,
3224580	я наблюдал,
3225260	как эти существа
3226000	снимали свои скафандры
3227320	со всеми этими герморазъемами
3229100	и километрами молний скафандры,
3231420	кстати,
3231820	далеко не такие совершенные
3233120	по конструкции,
3234080	как у меня,
3234799	и все это без помощи от меня
3236259	или друг друга.
3237759	Ни тебе больших пальцев,
3239359	ни просто пальцев
3240240	и без проблем.
3242100	Я до сих пор не понимаю,
3243460	как, черт возьми,
3244759	они это сделали.
3246460	Каким-то образом
3247100	они могут просто взяться
3248240	за молнию копытом
3249400	и потянуть ее.
3251000	Видимо,
3251460	потому что пришельцы.
3253799	Что-то мне подсказывает,
3255080	Аэт,
3255540	что я буду часто говорить,
3257080	потому что пришельцы.
3259160	Первая из этих маленьких
3260359	инопланетных лошадок розовая.
3262680	Розовая,
3263560	словно домик для Барби
3264700	вашей младшей сестренки.
3266879	У нее блондинистые грива
3268180	и хвост.
3269419	Она самая дружелюбная
3270560	из всей ватаги.
3272500	Кроме того,
3273240	именно она сделала
3274240	большую часть рисунков
3275459	во время наших попыток общения.
3278240	Каждый раз,
3278899	когда пришельцы обсуждали что-то
3280540	или спорили,
3281779	за ней было последнее слово,
3283859	так что я предполагаю,
3285040	что она их лидер,
3286080	их эквивалент,
3286840	командора Льюис.
3288500	У нее на заднице есть
3289680	что-то вроде логотипа.
3291580	Я не хочу слишком пристально
3292900	его изучать,
3294100	чтобы не нарваться
3294900	на первый межпланетный иск
3296300	о сексуальных домогательствах,
3298160	но он вроде как похож
3299460	на гроздь вишен.
3301320	Но, Марк,
3302340	конечно же, скажете вы,
3304100	это же инопланетяне.
3306080	Биосфера их планеты
3307140	должна быть совершенно
3308160	отличной от биосферы Земли.
3310540	Как у нее может быть
3311420	изображение вишни на заднице?
3314100	На что я вам отвечу?
3315220	Просто они выглядят как вишни,
3317799	поэтому так я и буду ее называть.
3319980	Вишней.
3321399	Потом есть вторая та,
3323100	которая так горячилась,
3324580	когда мне нарисовали дым,
3325779	валящий из космического корабля.
3328560	У этой есть рог,
3330000	прямо как у единорога,
3331799	и это, как я предполагаю,
3333700	должно означать,
3334680	что она принадлежит
3335660	к другому биологическому виду.
3338080	Но я могу ошибаться.
3340520	Может быть, у них эти рога
3341800	отваливаются, как у оленей,
3343980	или, может быть, она
3344940	генно-модифицированная
3346560	убер-что-то там.
3348420	А может, это сексуальная игрушка,
3350260	которую она зачем-то решила
3351520	вживить себе в лоб.
3353400	Но я остановлюсь на варианте,
3355360	что это рог единорога,
3357060	потому что ее логотип
3358220	совсем не вишня,
3359280	а и взаправду
3360080	некая абстрактная звездочка
3361620	и волнистая линия,
3363260	навевающая мысли о магии.
3365620	Так что пока я зову ее магика.
3368320	Кроме того,
3369400	помимо рога у магики,
3371240	шерсть этого бледно-фиолетового оттенка,
3374020	название которого я не знаю.
3376520	Ее грива и хвост
3377560	темно-фиолетовые,
3378900	с прожилками вроде бирюзового
3380540	или какого-то подобного цвета,
3382700	я тоже не знаю,
3383740	какого именно.
3385180	Она все время выглядит уставшей,
3387220	а другие пришельцы
3388160	немного беспокоятся о ней.
3390120	Надеюсь, у нее не было
3391160	внутренних повреждений
3392260	во время аварии.
3393620	Еще одна вещь о магике.
3394940	Первое, что сделали мои посетители
3397620	после того, как они вошли
3398960	и сняли свои костюмы,
3400640	это принялись искать туалет.
3402900	И можно ли их в этом винить?
3404880	Ведь их последняя остановка на пипи
3406600	была в другой солнечной системе.
3409860	Но после этого магика подошла ко мне
3411700	и...
3412780	принялась отстукивать копытом
3414340	натуральные числа.
3415900	Потом простые числа,
3417520	затем квадраты, затем кубы,
3419100	затем последовательность Фибоначчи.
3422280	Очевидно, это может означать только одно.
3424940	Передо мной фанатка научной фантастики,
3427740	которая перечитала все классические истории
3429900	о Первом Контакте.
3431960	Похоже, все хорошие вещи
3433440	действительно универсальны.
3436560	Теперь, что касается третьего пришельца.
3439100	Помните, я говорил,
3440080	что розовая похожа на Льюис?
3442200	Третий инопланетянин
3443460	ведет себя как Льюис.
3445560	Она единственная,
3446500	кого я ни разу не видел улыбающейся.
3448400	Она всегда выглядит такой серьезной,
3451060	такой бдительной.
3451960	Я не знаю, как четвероногие
3453760	встают по стойке смирно,
3455680	но я думаю, что она делает это все время.
3458460	Единственное, что портит впечатление,
3460740	это ее веки.
3462300	Они у нее все время полуприкрыты,
3464100	и это делало бы ее взгляд сонным,
3466320	если бы не все время,
3468000	просвечивающий на морде
3469380	инопланетный эквивалент
3470660	сержанта-строевика.
3472480	Вместо рога у этой имеются крылья.
3475300	Да, верно, именно крылья.
3477580	Шесть конечностей.
3479180	Не знаю, для чего они ей.
3480380	Прошлым вечером она попыталась
3482900	полетать по дому,
3484000	но едва смогла оторваться от земли,
3486060	хлопая крыльями, словно курица.
3488460	Они явно слишком малы,
3489780	чтобы поддерживать ее в воздухе.
3491940	У нее бледно-оранжевый мех
3493320	и блестящие оранжевые волосы
3495060	вдоль корней,
3496200	но к концу они становятся
3497640	темно-оранжевыми.
3499640	Ее логотип — клубок огня,
3501580	поэтому я называю ее
3503160	Fireball.
3504940	Теперь о четвертой.
3506760	Вероятно, все видели
3507880	хотя бы один фильм про чужого, верно?
3510620	Вот, представьте,
3511560	что ксеноморфа оттуда скрестили
3513280	с вишней и магикой,
3514800	а может и Fireball добавили.
3516900	Это даст вам некоторое представление
3518620	о четвертом пришельце.
3520660	У нее огромные,
3521600	светящиеся бледно-голубые глаза,
3524080	словно у жука,
3525260	правда, несложно фасетчатые,
3527100	но и никаких признаков радужек
3528580	или зрачков,
3529300	как у других инопланетян,
3530800	на них нет.
3531920	Она черная от рога до копыт,
3534480	за исключением глаз
3535600	и пары жучных крыльев,
3537440	которые работают еще хуже,
3538940	чем у Fireball.
3539720	Жук пыталась подняться в воздух,
3541560	пока ее крылья не зазвучали,
3543420	словно подвесной движок на лодке,
3545339	но так и оторвалась от пола.
3547620	И как бы странно это ни звучало,
3549880	в ее конечностях есть отверстия.
3552560	Откровенные дыры,
3553980	прям как будто ее бабушкой,
3555740	была головка швейцарского сыра.
3558480	Муха,
3559380	как я сейчас ее называю,
3561220	сунула свой нос буквально
3562560	в каждую дыру в доме.
3564520	Именно она нашла туалет,
3565799	и я показала остальным,
3567600	как им пользоваться.
3569520	Сама она, правда,
3570480	не стала им пользоваться,
3572380	и что еще более странно.
3575040	Вчера вечером она отказалась
3576720	от пакета с едой,
3578140	а сегодня это повторилось снова,
3580220	хотя моей чашкой кофе
3581420	не побрезговало.
3583060	Несколько раз мне пришлось
3584200	мягко отстранять ее
3585299	от более хрупких вещей,
3586960	в том числе пару раз,
3588340	пока я это печатал.
3589380	И, наконец, последний,
3591980	чье единственное сходство
3593260	с остальными —
3594060	то, что он говорит
3594860	на одном с ними языке.
3596980	Во-первых,
3597940	он — это именно он.
3599700	Ну, или я так полагаю.
3601760	Поскольку его голос
3602880	на две октавы ниже,
3604260	чем у других.
3605660	Кроме того,
3606740	он не четвероногий копытный,
3608620	а двуногая рептилия,
3609900	стоящая на двух длинных
3611160	задних конечностях,
3612640	которые почти могли бы
3613680	сойти за человеческие,
3615420	если бы не пара
3616340	незначительных отличий,
3617560	таких как когтистые пальцы,
3620320	чешуя,
3621240	опора только на пальцы,
3622980	ну, вы поняли.
